TimeStamp,UserID,Title,Rating
2024-01-05 20:44:27,8610,heat 1995,1
2024-01-05 21:48:01,97348,pretty woman 1990,2
2024-01-06 00:37:06,152152,the towering inferno 1974,3
2024-01-06 02:21:45,171366,the little mermaid 1989,4
2023-12-27 20:50:26,33394,as good as it gets 1997,2
2023-12-28 12:30:25,131397,stardust memories 1980,3
2023-12-28 15:43:07,130354,dumb and dumber 1994,4
2023-12-28 17:10:37,18184,faceoff 1997,4
2023-12-29 20:31:05,117166,apollo 13 1995,4
2023-12-29 23:16:19,96925,crocodile dundee 1986,4
2023-12-30 21:29:01,77206,city of god 2002,4
2023-12-30 21:30:29,185107,life is beautiful 1997,3
2023-12-30 23:47:33,74039,city slickers ii the legend of curlys gold 1994,4
2023-12-31 02:24:33,208041,the lord of the rings the return of the king 2003,5
2023-12-31 02:56:52,165531,pulp fiction 1994,4
2023-12-31 04:01:41,118783,con air 1997,2
2023-12-31 12:12:20,118201,the postman 1997,4
2023-12-31 20:05:23,97348,dumb and dumber 1994,3
2023-12-31 23:25:01,130354,tales from the hood 1995,2
2024-01-01 17:40:01,74516,the mask 1994,3
2024-01-01 20:40:59,18184,beyond the mat 1999,5
2024-01-01 22:37:58,156980,batman 1989,3
2024-01-01 22:48:58,117166,batman 1989,4
2024-01-01 23:18:16,74039,o brother_ where art thou 2000,4
2024-01-02 02:39:18,130354,whats eating gilbert grape 1993,3
2024-01-02 12:27:00,99425,stigmata 1999,3
2024-01-02 17:12:50,99788,do the right thing 1989,5
2024-01-02 22:53:30,37109,son in law 1993,2
2024-01-03 11:23:52,116436,lady and the tramp 1955,5
2024-01-03 19:28:24,209904,the jungle book 1994,5
2024-01-03 19:50:45,117166,jurassic park 1993,5
2024-01-03 20:21:45,97348,apollo 13 1995,5
2024-01-03 22:39:02,33394,metropolitan 1990,4
2024-01-04 03:12:33,46485,schindlers list 1993,5
2024-01-04 06:33:06,60725,meet the parents 2000,4
2024-01-04 22:55:50,8610,outbreak 1995,3
2024-01-04 23:02:49,46485,2001 a space odyssey 1968,5
2024-01-04 23:52:47,26488,judge dredd 1995,1
2024-01-05 09:02:27,60725,ghostbusters 1984,4
2024-01-05 12:14:59,33394,dumbo 1941,4
2024-01-05 15:58:37,152152,titanic 1997,4
2024-01-05 20:07:15,116436,poltergeist 1982,4
2024-01-05 21:08:13,216037,jurassic park 1993,5
2024-01-06 02:42:18,60725,terminator 2 judgment day 1991,5
2024-01-06 03:22:52,55027,the lord of the rings the two towers 2002,5
2024-01-06 09:32:52,170171,the saint 1997,4
2024-01-06 20:33:28,114484,the lion king 1994,2
2024-01-06 21:45:14,102505,stargate 1994,4
2024-01-07 00:08:16,171366,planet of the apes 1968,3
2024-01-07 02:27:38,46485,x-men 2000,2
2024-01-07 02:37:57,209063,love affair 1994,5
2024-01-07 03:58:43,183731,the godfather 1972,5
2024-01-07 04:20:39,148689,the nutty professor 1996,1
2024-01-07 04:42:27,60725,braveheart 1995,5
2024-01-07 11:59:25,18184,x-men 2000,4
2024-01-07 15:01:59,118783,amadeus 1984,5
2024-01-07 18:52:50,209063,clueless 1995,4
2024-01-07 19:28:14,58452,dune 1984,4
2024-01-07 21:09:00,170171,the truth about cats  dogs 1996,4
2024-01-08 00:56:16,116436,the sum of all fears 2002,3
2024-01-08 03:30:24,33394,jesus son 1999,4
2024-01-08 05:21:08,18184,seven samurai 1954,5
2024-01-08 06:53:05,63834,raising cain 1992,4
2024-01-08 07:15:59,85832,say anything... 1989,4
2024-01-08 19:48:26,58452,the fly 1986,3
2024-01-08 20:23:48,85832,good morning_ vietnam 1987,1
2024-01-08 21:53:34,18184,alien resurrection 1997,1
2024-01-08 22:15:57,171859,speed 1994,4
2024-01-08 22:23:46,175389,the simpsons movie 2007,3
2024-01-08 22:56:41,130354,devil in a blue dress 1995,3
2024-01-09 00:17:21,107663,miss congeniality 2000,3
2024-01-09 01:21:52,112308,the 13th warrior 1999,3
2024-01-09 03:33:18,171366,i.q. 1994,4
2024-01-09 04:20:41,183731,casablanca 1942,5
2024-01-09 06:06:39,46485,arachnophobia 1990,2
2024-01-09 18:22:41,101673,forrest gump 1994,1
2024-01-09 18:34:09,58452,jurassic park 1993,4
2024-01-09 20:48:04,171366,splash 1984,3
2024-01-09 21:38:20,135589,ace ventura when nature calls 1995,5
2024-01-09 23:18:08,172263,dear diary 1993,5
2024-01-10 01:37:06,180949,batman forever 1995,4
2024-01-10 02:44:19,77206,cloverfield 2008,4
2024-01-10 03:33:05,171064,mrs. doubtfire 1993,2
2024-01-10 04:27:34,8610,the fugitive 1993,2
2024-01-10 09:02:06,48413,the lord of the rings the fellowship of the ring 2001,5
2024-01-10 09:46:38,131397,dantes peak 1997,2
2024-01-10 17:26:02,97348,priest 1994,4
2024-01-10 17:33:50,96925,stardust memories 1980,3
2024-01-10 22:03:18,170171,the fifth element 1997,5
2024-01-10 23:44:09,193941,detroit rock city 1999,1
2024-01-11 00:41:45,140952,se7en 1995,2
2024-01-11 00:58:41,5750,schindlers list 1993,5
2024-01-11 02:33:55,175389,the dark knight 2008,5
2024-01-11 04:43:46,74016,scream 1996,3
2024-01-11 04:49:19,130354,miracle on 34th street 1994,5
2024-01-11 07:32:24,56371,predator 1987,4
2024-01-06 12:20:14,64567,the sting 1973,4
2024-01-06 20:23:38,5750,the santa clause 1994,4
2024-01-07 02:59:19,140952,ronin 1998,3
2024-01-07 05:17:45,77206,harry potter and the chamber of secrets 2002,4
2024-01-07 10:58:07,185107,akira 1988,4
2024-01-07 13:37:06,96644,rudy 1993,3
2024-01-07 13:57:53,55255,muriels wedding 1994,4
2024-01-07 15:29:56,152152,like water for chocolate 1992,4
2024-01-07 18:49:40,183731,aladdin and the king of thieves 1996,5
2024-01-07 19:15:48,102505,the santa clause 1994,2
2024-01-07 19:30:20,55027,nausica of the valley of the wind 1984,5
2024-01-07 20:55:30,171859,amadeus 1984,3
2024-01-07 21:49:08,152152,notting hill 1999,4
2024-01-08 01:20:49,60725,killing zoe 1993,3
2024-01-08 08:28:11,156980,whats eating gilbert grape 1993,1
2024-01-08 09:20:22,97348,the lion king 1994,3
2024-01-08 15:14:29,175389,the hitchhikers guide to the galaxy 2005,4
2024-01-08 18:12:41,165531,more american graffiti 1979,2
2024-01-08 19:16:52,77206,the whole nine yards 2000,3
2024-01-08 20:06:39,96644,seven brides for seven brothers 1954,5
2024-01-08 20:45:31,152152,jerry maguire 1996,4
2024-01-08 20:57:20,172263,shaft 1971,4
2024-01-08 22:43:46,102505,sense and sensibility 1995,5
2024-01-09 00:17:30,180949,addams family values 1993,5
2024-01-09 00:27:02,107695,the help 2011,5
2024-01-09 13:02:21,216037,broken arrow 1996,4
2024-01-09 14:38:21,117166,dave 1993,4
2024-01-09 17:15:39,152829,hamlet 1990,4
2024-01-09 17:39:30,25126,tombstone 1993,3
2024-01-09 23:04:43,38266,space jam 1996,4
2024-01-10 01:39:54,74516,the firm 1993,3
2024-01-10 04:41:56,64567,the hours 2002,5
2024-01-10 15:01:59,55027,kung fu hustle 2004,4
2024-01-10 15:17:00,107695,american history x 1998,5
2024-01-10 15:33:56,180714,my favorite year 1982,3
2024-01-10 18:05:05,209904,the addams family 1991,2
2024-01-10 19:00:51,185014,dragonheart 1996,3
2024-01-10 19:18:44,180714,henry v 1989,2
2024-01-10 20:57:40,131397,the crying game 1992,4
2024-01-10 21:16:43,107338,johnny mnemonic 1995,3
2024-01-10 23:41:15,171366,the mask of zorro 1998,4
2024-01-10 23:49:18,172263,crouching tiger_ hidden dragon 2000,4
2024-01-11 00:05:44,84100,entrapment 1999,4
2024-01-11 01:25:07,55027,flipper 1996,4
2024-01-11 02:28:52,46485,a clockwork orange 1971,4
2024-01-11 04:15:31,25126,mi vida loca 1994,4
2024-01-11 14:32:49,171859,balto 1995,4
2024-01-11 14:46:17,116436,harvey 1950,4
2024-01-11 16:38:49,117166,dumb and dumber 1994,3
2024-01-11 17:08:11,107695,moonrise kingdom 2012,4
2024-01-11 18:24:16,7569,braveheart 1995,3
2024-01-11 19:32:35,152152,austin powers international man of mystery 1997,4
2024-01-11 20:50:56,34825,galaxy quest 1999,3
2024-01-11 21:59:36,55027,i know what you did last summer 1997,4
2024-01-11 22:07:58,8610,twelve monkeys 1995,3
2024-01-11 23:36:46,116436,the hidden 1987,3
2024-01-11 23:43:06,117166,quiz show 1994,4
2024-01-12 01:12:21,156980,ed wood 1994,5
2024-01-12 01:48:28,96123,the mighty ducks 1992,1
2024-01-12 04:18:42,46485,event horizon 1997,1
2024-01-12 05:16:53,74016,liar liar 1997,3
2024-01-12 07:44:02,107695,the matrix 1999,5
2024-01-12 09:29:56,64567,life is beautiful 1997,4
2024-01-12 12:11:49,171859,rudy 1993,5
2024-01-12 16:10:11,55255,forrest gump 1994,5
2024-01-12 17:06:00,180949,die hard with a vengeance 1995,4
2024-01-12 22:32:25,60725,forrest gump 1994,5
2024-01-13 01:42:58,37109,a very brady sequel 1996,3
2024-01-13 04:26:53,56371,u-571 2000,3
2024-01-13 04:57:08,175389,not another teen movie 2001,4
2024-01-13 12:35:59,171859,quiz show 1994,3
2024-01-13 13:53:28,96644,rat race 2001,4
2024-01-13 14:02:09,183731,a grand day out 1990,5
2024-01-13 19:54:53,107338,big 1988,1
2024-01-13 20:08:34,200573,louis c.k. live at the beacon theater 2011,5
2024-01-13 20:34:48,84100,soapdish 1991,4
2024-01-13 22:19:04,79821,notorious 1946,5
2024-01-13 22:32:59,46485,the big lebowski 1998,3
2024-01-14 00:10:11,82697,return of the jedi 1983,4
2024-01-14 03:09:31,63834,anywhere but here 1999,4
2024-01-14 04:18:22,74016,the bridges of madison county 1995,3
2024-01-14 04:58:09,175389,dumb and dumber 1994,1
2024-01-14 11:36:26,81016,sabrina 1995,4
2024-01-14 15:02:57,165531,armageddon 1998,2
2024-01-14 17:57:52,63609,moonstruck 1987,4
2024-01-14 19:08:15,171859,the sting 1973,4
2024-01-14 19:15:57,96123,austin powers international man of mystery 1997,5
2024-01-15 00:46:55,107338,donnie darko 2001,4
2024-01-15 01:27:45,117166,aladdin 1992,3
2024-01-15 01:44:27,191200,toy story 2 1999,4
2024-01-15 02:04:35,171064,the machinist 2004,4
2024-01-15 05:59:00,152829,nine 12 weeks 1986,2
2024-01-11 16:42:01,118201,avatar 2009,5
2024-01-11 17:57:11,107663,elizabeth 1998,4
2024-01-11 18:14:05,60725,the matrix 1999,5
2024-01-11 19:53:27,7569,mr. wrong 1996,3
2024-01-11 22:18:57,172263,dude_ wheres my car 2000,1
2024-01-11 22:44:09,38266,mississippi burning 1988,3
2024-01-11 23:31:14,85832,election 1999,4
2024-01-11 23:40:21,209063,casper 1995,4
2024-01-12 08:05:09,77206,meet the fockers 2004,4
2024-01-12 11:15:38,74039,hamlet 1996,5
2024-01-12 11:59:30,107663,traffic 2000,4
2024-01-12 13:31:48,175389,the sixth sense 1999,4
2024-01-12 15:39:59,107338,contact 1997,3
2024-01-12 19:02:27,185014,election 1999,3
2024-01-12 19:03:46,34825,junior 1994,2
2024-01-12 19:11:08,172263,die hard 2 1990,2
2024-01-12 19:17:58,38266,cahill u.s. marshal 1973,4
2024-01-12 20:47:25,180949,the phantom 1996,3
2024-01-12 21:26:48,165531,dumb and dumber 1994,2
2024-01-12 21:38:49,112308,rounders 1998,4
2024-01-12 22:00:42,131397,smillas sense of snow 1997,4
2024-01-12 23:50:17,209904,toy story 3 2010,5
2024-01-13 03:25:47,81016,the shawshank redemption 1994,4
2024-01-13 04:52:26,42424,better off dead... 1985,2
2024-01-13 06:07:56,82697,reservoir dogs 1992,4
2024-01-13 06:42:06,152829,being john malkovich 1999,3
2024-01-13 08:28:29,25126,last action hero 1993,3
2024-01-13 12:16:48,152152,the sixth sense 1999,4
2024-01-13 13:24:23,74016,airplane 1980,2
2024-01-13 14:49:01,74039,misery 1990,4
2024-01-13 15:20:38,150599,the matrix reloaded 2003,5
2024-01-13 16:36:18,107338,the lord of the rings the return of the king 2003,5
2024-01-13 18:23:40,171859,snow white and the seven dwarfs 1937,4
2024-01-13 18:38:58,8610,the empire strikes back 1980,5
2024-01-13 18:42:36,171064,waterworld 1995,3
2024-01-13 18:45:54,131397,the fifth element 1997,4
2024-01-13 19:40:26,193941,muppets from space 1999,2
2024-01-13 21:43:22,172263,a close shave 1995,5
2024-01-13 22:16:13,58452,pulp fiction 1994,4
2024-01-14 00:29:41,101673,darkness falls 2003,1
2024-01-14 00:43:48,96123,dirty dancing 1987,5
2024-01-14 02:05:51,127815,the empire strikes back 1980,5
2024-01-14 03:04:56,107695,me_ myself  irene 2000,3
2024-01-14 06:16:46,170171,chasing amy 1997,3
2024-01-14 07:17:18,140952,the empire strikes back 1980,5
2024-01-14 10:09:01,117166,the fugitive 1993,4
2024-01-14 11:35:26,42424,back to the future part ii 1989,3
2024-01-14 14:58:17,55027,pirates of the caribbean at worlds end 2007,5
2024-01-14 16:06:12,74039,pushing tin 1999,2
2024-01-14 16:28:14,185107,american pie 1999,2
2024-01-14 20:39:48,55027,grave of the fireflies 1988,5
2024-01-14 20:54:05,113967,the boys 1998,3
2024-01-14 20:59:58,85832,adaptation. 2002,5
2024-01-14 21:04:31,56371,traffic 2000,5
2024-01-14 21:56:10,185014,congo 1995,3
2024-01-15 01:24:45,131397,2010 1984,3
2024-01-15 02:03:45,170171,star wars 1977,5
2024-01-15 07:22:12,118783,backbeat 1994,4
2024-01-15 07:33:55,81016,stand by me 1986,5
2024-01-15 07:01:10,99923,space jam 1996,4
2024-01-15 14:23:22,34825,amlie 2001,5
2024-01-15 17:13:19,107695,her 2013,3
2024-01-15 18:00:23,116436,the amityville horror 1979,4
2024-01-15 18:10:08,82697,arachnophobia 1990,3
2024-01-15 19:11:39,96644,my fair lady 1964,5
2024-01-15 19:30:57,68762,apollo 13 1995,3
2024-01-15 21:01:13,63609,the fugitive 1993,4
2024-01-15 21:04:56,60725,american beauty 1999,5
2024-01-15 21:15:31,81016,sid  nancy 1986,3
2024-01-16 00:43:55,157907,jay and silent bob strike back 2001,3
2024-01-16 02:40:57,113967,perfect blue 1997,3
2024-01-16 02:41:17,127815,rear window 1954,5
2024-01-16 03:40:42,33394,howards end 1992,5
2024-01-16 04:13:50,99923,chinatown 1974,4
2024-01-16 04:52:41,193941,deep blue sea 1999,4
2024-01-16 08:35:55,183731,the pagemaster 1994,5
2024-01-16 18:12:02,152152,the green mile 1999,4
2024-01-16 18:31:03,116436,fear 1996,3
2024-01-16 18:45:36,212166,seven years in tibet 1997,4
2024-01-16 20:33:05,82697,strange days 1995,3
2024-01-16 21:47:24,63834,the blues brothers 1980,3
2024-01-16 22:27:26,96123,the other sister 1999,5
2024-01-16 23:05:36,84100,cool runnings 1993,5
2024-01-16 23:41:27,175389,muppet treasure island 1996,3
2024-01-17 01:32:01,86717,die hard 1988,4
2024-01-17 02:53:18,107663,amadeus 1984,3
2024-01-17 03:16:23,55255,se7en 1995,5
2024-01-17 03:49:04,37109,the joy luck club 1993,5
2024-01-17 05:20:00,152829,arlington road 1999,4
2024-01-17 05:20:57,99923,the seventh seal 1957,4
2024-01-17 06:26:32,171366,romancing the stone 1984,4
2024-01-17 06:31:36,8610,monty python and the holy grail 1975,4
2024-01-17 11:06:16,99425,big fish 2003,4
2024-01-17 13:33:24,107695,the grand budapest hotel 2014,3
2024-01-17 14:42:14,170171,father of the bride part ii 1995,1
2024-01-17 15:53:52,81016,the maltese falcon 1941,4
2024-01-17 17:10:26,101673,the matrix reloaded 2003,3
2024-01-17 17:17:09,797,raiders of the lost ark 1981,5
2024-01-17 18:09:01,107338,the godfather part ii 1974,3
2024-01-17 21:03:43,25126,taxi driver 1976,4
2024-01-17 21:06:22,797,risky business 1983,4
2024-01-17 22:05:35,30283,butch cassidy and the sundance kid 1969,4
2024-01-17 23:02:17,89353,the pallbearer 1996,3
2024-01-17 23:35:59,63609,manhattan murder mystery 1993,4
2024-01-18 01:06:07,84100,hope floats 1998,5
2024-01-18 01:11:27,64567,big 1988,4
2024-01-18 04:02:48,55027,howls moving castle 2004,5
2024-01-18 04:52:42,93439,mr.  mrs. smith 2005,1
2024-01-18 05:32:09,14203,first knight 1995,4
2024-01-18 06:17:16,8610,the naked gun 33 the final insult 1994,3
2024-01-18 06:18:02,200913,duel 1972,4
2024-01-18 07:36:21,185624,hoop dreams 1994,4
2024-01-18 11:14:38,60725,stand by me 1986,5
2024-01-18 14:34:02,7569,robin hood prince of thieves 1991,2
2024-01-18 15:18:18,157907,rush hour 2 2001,2
2024-01-18 15:52:26,26488,the client 1994,3
2024-01-18 16:06:59,171859,demolition man 1993,3
2024-01-18 17:06:46,85832,to die for 1995,3
2024-01-18 18:42:01,81016,raising arizona 1987,5
2024-01-18 18:53:54,42424,the adventures of buckaroo banzai across the 8th dimension 1984,4
2024-01-18 18:57:24,148301,the cook_ the thief_ his wife  her lover 1989,5
2024-01-18 20:11:03,150599,fletch lives 1989,1
2024-01-18 20:12:25,180714,the neverending story 1984,3
2024-01-18 21:39:56,200913,dances with wolves 1990,4
2024-01-18 22:03:33,157907,monsters_ inc. 2001,4
2024-01-18 22:32:38,209063,the great white hype 1996,1
2024-01-19 00:41:50,193941,a civil action 1998,4
2024-01-19 01:36:27,96123,house on haunted hill 1999,4
2024-01-19 07:22:49,185014,schindlers list 1993,4
2024-01-19 07:24:37,55027,princess mononoke 1997,4
2024-01-19 07:25:58,185624,the ruling class 1972,5
2024-01-19 08:56:24,152152,cocktail 1988,3
2024-01-19 13:17:45,74039,the prince of egypt 1998,4
2024-01-19 13:46:39,38266,star wars episode ii - attack of the clones 2002,3
2024-01-19 14:18:06,127815,little shop of horrors 1986,4
2024-01-19 16:45:40,93439,trainspotting 1996,5
2024-01-19 16:56:25,77206,gentlemen of fortune 1971,5
2024-01-19 17:30:36,33394,jumanji 1995,3
2024-01-19 18:13:07,79821,starman 1984,4
2024-01-19 19:15:28,107338,a beautiful mind 2001,2
2024-01-19 20:02:13,150599,the mummy 1999,4
2024-01-19 20:32:22,81016,babe 1995,5
2024-01-19 21:04:56,93439,in good company 2004,2
2024-01-19 21:40:43,157907,schindlers list 1993,5
2024-01-19 21:47:15,44646,beverly hills cop iii 1994,4
2024-01-19 23:38:33,7569,aladdin 1992,4
2024-01-19 23:54:59,57965,willy wonka  the chocolate factory 1971,5
2024-01-20 00:50:40,84100,grumpy old men 1993,4
2024-01-20 04:11:28,193941,outside providence 1999,1
2024-01-20 05:25:10,53782,the incredibles 2004,3
2024-01-20 09:35:09,64567,apocalypse now 1979,5
2024-01-20 09:49:50,96644,help 1965,4
2024-01-20 10:11:04,74016,austin powers in goldmember 2002,5
2024-01-20 10:56:00,127815,the mirror has two faces 1996,4
2024-01-20 15:13:24,58452,ben-hur 1959,3
2024-01-20 17:06:43,82697,saving private ryan 1998,4
2024-01-20 17:38:37,68762,the cell 2000,3
2024-01-20 17:48:35,96123,angels in the outfield 1994,1
2024-01-20 18:48:57,117166,star trek generations 1994,3
2024-01-20 19:28:43,130354,the birdcage 1996,4
2024-01-20 19:39:14,74016,office space 1999,5
2024-01-20 20:01:32,99425,the man who knew too much 1934,3
2024-01-20 20:17:17,84100,honeymoon in vegas 1992,3
2024-01-20 20:56:46,113967,the story of us 1999,1
2024-01-20 21:23:11,112308,a bugs life 1998,5
2024-01-20 21:23:42,209063,happy gilmore 1996,5
2024-01-15 16:36:32,171366,young frankenstein 1974,3
2024-01-15 17:59:50,82697,the big lebowski 1998,3
2024-01-15 18:23:14,84100,ferris buellers day off 1986,5
2024-01-15 18:43:01,33394,contact 1997,4
2024-01-15 18:48:42,107338,shakespeare in love 1998,4
2024-01-15 19:48:13,171366,a grand day out 1990,3
2024-01-15 21:58:19,79821,rain man 1988,4
2024-01-15 23:37:55,56371,gladiator 2000,3
2024-01-16 00:03:10,57965,cold comfort farm 1995,3
2024-01-16 01:56:35,117166,braveheart 1995,4
2024-01-16 02:33:57,30283,the blair witch project 1999,4
2024-01-16 03:52:53,96123,cruel intentions 1999,5
2024-01-16 04:38:03,74039,raiders of the lost ark 1981,5
2024-01-16 05:21:37,74016,the naked gun 33 the final insult 1994,3
2024-01-16 06:29:24,25126,first knight 1995,3
2024-01-16 07:41:39,185624,buffalo 66 1998,5
2024-01-16 10:51:01,101673,sweeney todd the demon barber of fleet street 2007,2
2024-01-16 12:49:00,58452,dangerous minds 1995,2
2024-01-16 15:54:53,150599,identity 2003,1
2024-01-16 18:09:10,46299,space jam 1996,3
2024-01-16 18:27:28,117166,while you were sleeping 1995,4
2024-01-16 19:50:41,209904,a close shave 1995,4
2024-01-16 20:41:14,44646,natural born killers 1994,3
2024-01-16 21:00:11,157907,princess mononoke 1997,4
2024-01-16 23:28:20,89353,father of the bride part ii 1995,4
2024-01-17 00:10:25,30283,broadway danny rose 1984,4
2024-01-17 00:14:37,46485,life of brian 1979,4
2024-01-17 00:19:32,93439,just friends 2005,3
2024-01-17 01:33:35,200913,u.s. marshals 1998,4
2024-01-17 02:41:40,74016,back to the future part ii 1989,4
2024-01-17 04:51:53,25126,the adventures of priscilla_ queen of the desert 1994,4
2024-01-17 05:21:16,55027,flubber 1997,5
2024-01-17 07:59:44,53782,raiders of the lost ark 1981,4
2024-01-17 08:09:12,60725,platoon 1986,4
2024-01-17 09:40:32,185014,the shawshank redemption 1994,4
2024-01-17 12:09:11,127815,the fly 1958,1
2024-01-17 13:20:01,171859,when harry met sally... 1989,3
2024-01-17 16:12:43,14203,goldeneye 1995,4
2024-01-17 19:22:10,96123,the generals daughter 1999,5
2024-01-17 19:46:06,200573,clue 1985,4
2024-01-17 21:05:14,38266,the scarlet letter 1995,2
2024-01-18 00:15:50,148689,mr. hollands opus 1995,3
2024-01-18 03:17:46,68762,finding forrester 2000,4
2024-01-18 03:50:28,107695,american beauty 1999,4
2024-01-18 04:04:52,127815,poltergeist 1982,4
2024-01-18 05:48:36,156980,quiz show 1994,3
2024-01-20 22:42:36,183731,north by northwest 1959,5
2024-01-20 22:46:05,96123,a night at the roxbury 1998,5
2024-01-20 22:57:41,42424,my cousin vinny 1992,5
2024-01-21 01:14:32,180949,the net 1995,3
2024-01-21 02:03:50,77206,from dusk till dawn 1996,4
2024-01-21 03:44:43,101673,the nightmare before christmas 1993,5
2024-01-21 04:13:06,55027,dracula 2000 2000,4
2024-01-21 04:25:48,8610,the lord of the rings the two towers 2002,5
2024-01-21 10:27:20,60725,willow 1988,2
2024-01-21 12:55:29,797,pee-wees big adventure 1985,4
2024-01-21 15:57:12,107695,lost in space 1998,3
2024-01-21 16:36:23,127815,the fly 1986,1
2024-01-21 16:44:50,38266,weekend at bernies 1989,3
2024-01-21 16:52:25,171366,the lord of the rings the fellowship of the ring 2001,4
2024-01-21 20:22:52,209904,the princess bride 1987,5
2024-01-22 02:12:16,170171,star trek first contact 1996,5
2024-01-22 03:44:12,185014,the godfather 1972,4
2024-01-22 04:33:36,116436,50 first dates 2004,4
2024-01-22 04:40:00,101673,men in black 1997,3
2024-01-22 05:33:46,200913,charade 1963,4
2024-01-22 07:50:14,56371,throw momma from the train 1987,4
2024-01-22 09:00:33,171859,maverick 1994,4
2024-01-22 14:16:32,212166,american history x 1998,4
2024-01-22 15:31:34,82697,collateral 2004,3
2024-01-22 19:12:53,797,toy story 1995,5
2024-01-22 19:16:29,56371,finding forrester 2000,4
2024-01-22 19:26:40,26488,in the line of fire 1993,3
2024-01-22 20:33:02,114484,nashville 1975,5
2024-01-22 21:10:36,113967,the three musketeers 1993,2
2024-01-22 21:35:57,156980,interview with the vampire 1994,2
2024-01-22 22:54:56,68762,clear and present danger 1994,3
2024-01-22 23:14:11,63834,the bourne identity 1988,5
2024-01-22 23:34:59,191200,for love of the game 1999,2
2024-01-22 23:39:45,193941,clerks 1994,5
2024-01-23 02:05:42,99425,annie hall 1977,4
2024-01-23 03:22:32,185014,boogie nights 1997,4
2024-01-23 07:41:35,152152,chocolat 1988,4
2024-01-18 15:47:26,53782,all quiet on the western front 1930,1
2024-01-18 16:36:18,185014,ransom 1996,4
2024-01-18 16:47:58,46485,south park bigger_ longer  uncut 1999,4
2024-01-18 17:41:05,209063,hoop dreams 1994,3
2024-01-18 17:49:34,102505,batman forever 1995,4
2024-01-18 17:50:31,180949,congo 1995,4
2024-01-18 19:15:09,74016,back to the future part iii 1990,3
2024-01-18 21:43:58,82697,american beauty 1999,4
2024-01-18 22:54:04,212166,jfk 1991,2
2024-01-19 00:02:04,68762,the patriot 2000,4
2024-01-19 00:15:32,170171,101 dalmatians 1996,3
2024-01-19 00:34:11,56371,the shawshank redemption 1994,5
2024-01-19 00:52:30,58452,the godfather part ii 1974,5
2024-01-19 01:20:02,216037,independence day 1996,4
2024-01-19 03:22:40,57965,the nutty professor 1996,3
2024-01-19 03:44:07,37109,edtv 1999,4
2024-01-19 04:48:25,107663,titanic 1997,4
2024-01-19 04:54:09,191200,austin powers the spy who shagged me 1999,2
2024-01-19 05:31:06,30283,traffic 2000,4
2024-01-19 06:28:57,107338,thelma  louise 1991,3
2024-01-19 09:31:39,131397,dave 1993,3
2024-01-19 10:23:33,63834,master and commander the far side of the world 2003,4
